,Unnamed: 0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl_p90 (defense_Padj_p90),TklW_p90 (defense_Padj_p90),Def 3rd_p90 (defense_Padj_p90),Mid 3rd_p90 (defense_Padj_p90),Att 3rd_p90 (defense_Padj_p90),Vs Dribbles Tkl_p90 (defense_Padj_p90),Att_p90 (defense_Padj_p90),Past_p90 (defense_Padj_p90),Press_p90 (defense_Padj_p90),Succ Pressures_p90 (defense_Padj_p90),Pressures Def 3rd_p90 (defense_Padj_p90),Pressures Mid 3rd_p90 (defense_Padj_p90),Pressures Att 3rd_p90 (defense_Padj_p90),Blocks_p90 (defense_Padj_p90),Sh_p90 (defense_Padj_p90),ShSv_p90 (defense_Padj_p90),Pass_p90 (defense_Padj_p90),Int_p90 (defense_Padj_p90),Tkl+Int_p90 (defense_Padj_p90),Clr_p90 (defense_Padj_p90),Err_p90 (defense_Padj_p90),Padj Tkl+Int p90 (defense_Padj_p90),SCA_p90 (gca_p90),PassLive_p90 (gca_p90),PassDead_p90 (gca_p90),Drib_p90 (gca_p90),Sh_p90 (gca_p90),Fld_p90 (gca_p90),Def_p90 (gca_p90),GCA_p90 (gca_p90),GCA Types PassLive_p90 (gca_p90),GCA Types PassDead_p90 (gca_p90),GCA Types Drib_p90 (gca_p90),GCA Types Sh_p90 (gca_p90),GCA Types Fld_p90 (gca_p90),GCA Types Def_p90 (gca_p90),GA_p90 (keepersadv_p90),PKA_p90 (keepersadv_p90),FK_p90 (keepersadv_p90),CK_p90 (keepersadv_p90),OG_p90 (keepersadv_p90),PSxG_p90 (keepersadv_p90),PSxG/SoT_p90 (keepersadv_p90),PSxG+/-_p90 (keepersadv_p90),Cmp_p90 (keepersadv_p90),Att_p90 (keepersadv_p90),Passes Att_p90 (keepersadv_p90),Thr_p90 (keepersadv_p90),AvgLen_p90 (keepersadv_p90),Goal Kicks Att_p90 (keepersadv_p90),Goal Kicks AvgLen_p90 (keepersadv_p90),Opp_p90 (keepersadv_p90),Stp_p90 (keepersadv_p90),#OPA_p90 (keepersadv_p90),AvgDist_p90 (keepersadv_p90),Starts_p90 (keepers_p90),Min_p90 (keepers_p90),GA_p90 (keepers_p90),SoTA_p90 (keepers_p90),Saves_p90 (keepers_p90),W_p90 (keepers_p90),D_p90 (keepers_p90),L_p90 (keepers_p90),CS_p90 (keepers_p90),PKatt_p90 (keepers_p90),PKA_p90 (keepers_p90),PKsv_p90 (keepers_p90),PKm_p90 (keepers_p90),CrdY_p90 (misc_p90),CrdR_p90 (misc_p90),2CrdY_p90 (misc_p90),Fls_p90 (misc_p90),Fld_p90 (misc_p90),Off_p90 (misc_p90),Crs_p90 (misc_p90),Int_p90 (misc_p90),TklW_p90 (misc_p90),PKwon_p90 (misc_p90),PKcon_p90 (misc_p90),OG_p90 (misc_p90),Recov_p90 (misc_p90),Won_p90 (misc_p90),Lost_p90 (misc_p90),Completed Passes_p90 (passing_p90),Attempted Passes_p90 (passing_p90),TotDist Passed_p90 (passing_p90),PrgDist Passed_p90 (passing_p90),Short Cmp_p90 (passing_p90),Short Att_p90 (passing_p90),Medium Cmp_p90 (passing_p90),Medium Att_p90 (passing_p90),Long Cmp_p90 (passing_p90),Long Att_p90 (passing_p90),Ast_p90 (passing_p90),xA_p90 (passing_p90),A-xA_p90 (passing_p90),KP_p90 (passing_p90),Passes into Final 1/3_p90 (passing_p90),Passes into Penalty Area_p90 (passing_p90),CrsPA_p90 (passing_p90),Prog Passes_p90 (passing_p90),Att_p90 (passing_types_p90),Live_p90 (passing_types_p90),Dead_p90 (passing_types_p90),FK_p90 (passing_types_p90),TB_p90 (passing_types_p90),Press_p90 (passing_types_p90),Sw_p90 (passing_types_p90),Crs_p90 (passing_types_p90),CK_p90 (passing_types_p90),In_p90 (passing_types_p90),Out_p90 (passing_types_p90),Str_p90 (passing_types_p90),Ground_p90 (passing_types_p90),Low_p90 (passing_types_p90),High_p90 (passing_types_p90),Left_p90 (passing_types_p90),Right_p90 (passing_types_p90),Head_p90 (passing_types_p90),TI_p90 (passing_types_p90),Other_p90 (passing_types_p90),Cmp_p90 (passing_types_p90),Off_p90 (passing_types_p90),Outcomes Out_p90 (passing_types_p90),Int_p90 (passing_types_p90),Blocks_p90 (passing_types_p90),Min_p90 (playingtime_p90),Mn/MP_p90 (playingtime_p90),Starts_p90 (playingtime_p90),Mn/Start_p90 (playingtime_p90),Compl_p90 (playingtime_p90),Subs_p90 (playingtime_p90),Mn/Sub_p90 (playingtime_p90),unSub_p90 (playingtime_p90),PPM_p90 (playingtime_p90),onG_p90 (playingtime_p90),onGA_p90 (playingtime_p90),+/-_p90 (playingtime_p90),On-Off_p90 (playingtime_p90),onxG_p90 (playingtime_p90),onxGA_p90 (playingtime_p90),xG+/-_p90 (playingtime_p90),Team Success (xG) On-Off_p90 (playingtime_p90),Touches_p90 (possession_p90),Def Pen_p90 (possession_p90),Def 3rd_p90 (possession_p90),Mid 3rd_p90 (possession_p90),Att 3rd_p90 (possession_p90),Att Pen_p90 (possession_p90),Live_p90 (possession_p90),Successful Dribbles_p90 (possession_p90),Attempted Dribbles_p90 (possession_p90),#Pl_p90 (possession_p90),Megs_p90 (possession_p90),Carries_p90 (possession_p90),TotDist Carried_p90 (possession_p90),PrgDist Carried_p90 (possession_p90),Prog Carries_p90 (possession_p90),Carries into Final 1/3_p90 (possession_p90),Carries into Penalty Area_p90 (possession_p90),Mis_p90 (possession_p90),Dis_p90 (possession_p90),Targ_p90 (possession_p90),Rec_p90 (possession_p90),Receiving Prog_p90 (possession_p90),Prog Actions (possession_p90),Prog Actions_p90 (possession_p90),KP_p90 (possession_p90),Passes into Final 1/3_p90 (possession_p90),Passes into Penalty Area_p90 (possession_p90),Prog Passes_p90 (possession_p90),xA_p90 (possession_p90),Prog Passes_p90 per 50 passes (possession_p90),Prog Carries_p90 per 100 touches (possession_p90),True Interceptions_p90 (possession_p90),Gls_p90 (possession_p90),Sh_p90 (possession_p90),SoT_p90 (possession_p90),Average Shot Distance (yards) (possession_p90),npxG_p90 (possession_p90),npxG/Shot (possession_p90),Press_p90 (possession_p90),Succ Pressures_p90 (possession_p90),Shots Blocked_p90 (possession_p90),Aerial Win % (possession_p90),% of Dribblers Tackled (possession_p90),Padj Tkl+Int p90 (possession_p90),Gls_p90 (shooting_p90),Sh_p90 (shooting_p90),SoT_p90 (shooting_p90),G/Sh_p90 (shooting_p90),G/SoT_p90 (shooting_p90),Dist_p90 (shooting_p90),FK_p90 (shooting_p90),PK_p90 (shooting_p90),PKatt_p90 (shooting_p90),xG_p90 (shooting_p90),npxG_p90 (shooting_p90),npxG/Sh_p90 (shooting_p90),G-xG_p90 (shooting_p90),np:G-xG_p90 (shooting_p90),TMPosition
174,174,175.0,Abdoulaye Bakayoko,FRA,DF,Saint-Étienne,Ligue 1,19.0,2002.0,3.4,4.71,2.94,4.12,0.59,0.0,1.47,2.65,1.18,17.35,5.88,10.88,6.18,0.29,2.35,1.18,0.0,1.18,4.12,8.82,4.71,0.0,8.6,0.29,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.67,0.0,1.53,0.22,-0.47,2.0,8.0,10.0,2.67,30.67,9.33,26.27,2.67,0.0,0.67,14.27,0.67,90.0,2.0,4.67,2.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,1.47,0.0,0.0,4.12,2.94,0.0,0.0,0.0,10.0,0.88,0.88,27.35,38.53,499.71,205.0,10.59,13.24,12.35,13.53,3.53,10.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,1.47,38.53,37.35,1.18,1.18,0.0,5.59,0.59,0.0,0.0,0.0,0.0,0.0,23.82,5.29,9.41,7.65,28.24,2.35,0.0,0.0,27.35,0.0,2.65,0.59,1.18,90.59,4.56,0.74,13.24,0.74,2.21,1.62,2.35,0.25,3.38,0.88,2.5,0.25,1.88,0.84,1.03,0.08,57.06,4.71,34.41,25.59,1.18,0.29,55.88,0.88,0.88,0.88,0.0,31.47,183.53,105.88,1.18,0.59,0.0,0.59,1.47,27.94,27.35,0.0,9.0,2.65,0.0,1.18,0.0,1.47,0.0,2.69,2.07,6.4700000000000015,0.0,0.0,0.0,0.0,0.0,0.0,17.35,5.88,1.18,50.0,55.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back
189,189,190.0,Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,32.0,1990.0,5.1,1.18,0.0,0.98,0.2,0.0,0.59,2.16,1.57,10.39,2.16,4.9,3.53,1.96,1.96,0.2,0.0,1.76,2.35,3.53,1.57,0.0,3.25,1.37,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.14,0.0,0.17,0.03,1.27,0.01,-0.13,5.29,13.86,19.89,2.89,1.17,7.14,1.17,7.26,0.37,0.14,0.34,1.0,90.0,1.43,3.8,2.51,0.29,0.4,0.31,0.2,0.2,0.14,0.0,0.06,0.2,0.0,0.0,0.98,1.18,0.0,1.37,2.35,0.0,0.0,0.0,0.2,5.88,1.37,0.98,29.02,36.67,463.33,207.06,15.49,16.27,11.57,14.51,1.57,3.73,0.0,0.02,-0.02,0.39,1.18,0.59,0.39,2.35,36.67,28.04,8.63,0.2,0.0,3.53,0.39,1.37,0.0,0.0,0.0,0.0,20.2,9.61,6.86,2.94,22.55,1.57,8.43,0.0,29.02,0.0,0.2,0.98,1.37,,,,,,,,inf,,,,,,,,,,47.45,2.55,15.29,19.61,14.12,1.37,38.82,0.2,0.39,0.2,0.0,23.73,106.67,55.69,2.75,1.18,0.0,1.57,0.39,28.24,23.53,0.78,26.0,5.1,0.39,1.18,0.59,2.35,0.02,4.05,5.8,4.3100000000000005,0.0,0.2,0.0,8.0,0.02,0.11,10.39,2.16,0.2,58.3,27.3,3.25,0.0,0.2,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.02,0.02,0.02,-0.02,-0.02,Right-Back
763,763,764.0,Abdoulaye Doucouré,MLI,MF,Everton,Premier League,29.0,1993.0,28.2,2.7,1.6,1.31,1.28,0.11,0.92,2.48,1.56,23.26,6.35,8.79,10.92,3.55,1.49,0.28,0.0,1.21,1.45,4.15,1.17,0.0,2.23,1.88,1.7,0.0,0.07,0.07,0.0,0.04,0.25,0.18,0.0,0.04,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.0,0.0,1.91,0.71,0.04,0.28,1.45,1.6,0.0,0.0,0.0,12.59,1.56,1.84,31.1,38.83,522.77,111.84,15.21,17.73,12.38,14.86,2.62,3.97,0.14,0.08,0.06,0.74,2.87,0.82,0.04,3.23,38.83,38.16,0.67,0.43,0.07,8.79,0.43,0.28,0.0,0.0,0.0,0.0,28.55,5.67,4.61,3.83,31.45,1.99,0.07,0.18,31.1,0.07,0.6,1.56,1.17,89.87,2.65,0.97,2.95,0.91,0.17,0.87,0.0,0.05,1.51,1.21,0.3,-0.02,1.71,1.06,0.65,-0.0,49.26,2.62,12.41,26.56,12.94,1.74,48.65,0.67,1.38,0.71,0.0,29.22,145.21,79.57,3.12,1.1,0.25,1.06,0.67,32.52,27.62,2.16,179.0,6.35,0.74,2.87,0.82,3.23,0.08,5.19,6.33,2.94,0.07,1.21,0.35,17.3,0.1,0.08,23.26,6.35,0.28,45.8,37.1,2.23,0.07,1.21,0.35,0.0,0.01,0.61,0.0,0.0,0.0,0.1,0.1,0.0,-0.02,-0.02,Central Midfield
2595,2595,2596.0,Abdoulaye Sylla,GUI,DF,Nantes,Ligue 1,22.0,2000.0,1.7,2.35,1.76,1.18,0.59,0.59,0.59,2.35,1.76,17.06,5.29,12.35,4.12,0.59,2.35,1.76,0.0,0.59,2.35,4.71,2.35,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.0,0.0,2.94,0.0,0.0,0.0,2.35,1.76,0.0,0.59,0.0,4.12,1.76,1.18,30.59,44.71,725.88,219.41,4.71,5.29,18.82,24.12,7.06,14.71,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.59,44.71,44.71,0.0,0.0,0.0,2.94,0.59,0.0,0.0,0.0,0.0,0.0,29.41,5.29,10.0,1.76,41.18,1.18,0.0,0.0,30.59,0.0,1.76,1.18,1.18,90.2,3.77,1.11,3.97,0.65,0.1,1.66,0.05,0.06,1.61,1.41,0.2,0.01,1.51,1.38,0.13,0.01,52.94,3.53,24.71,31.18,1.18,0.0,52.94,0.0,0.0,0.0,0.0,36.47,120.0,64.12,1.18,0.59,0.0,0.0,0.0,35.88,35.88,0.0,3.0,1.77,0.0,1.18,0.0,0.59,0.0,0.96,2.23,4.7,0.0,0.0,0.0,0.0,0.0,0.0,17.06,5.29,1.76,60.0,25.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back
2686,2686,2687.0,Abdoulaye Touré,FRA,MF,Genoa,Serie A,28.0,1994.0,4.8,1.67,1.04,0.83,0.83,0.0,1.04,2.29,1.25,20.42,4.58,6.25,11.25,2.92,2.29,0.21,0.0,2.08,2.08,3.75,2.29,0.0,2.67,1.04,0.62,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.0,0.0,0.83,1.88,0.0,0.21,2.08,1.04,0.0,0.0,0.0,9.17,1.25,1.67,28.54,36.04,459.79,78.75,14.58,16.25,10.62,13.75,2.5,4.38,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.67,36.04,35.62,0.42,0.21,0.0,4.58,0.42,0.21,0.0,0.0,0.0,0.0,25.83,4.79,5.42,8.96,23.33,3.12,0.21,0.21,28.54,0.0,1.25,2.08,0.62,89.92,3.58,1.0,5.5,0.17,1.08,1.83,0.08,0.17,1.92,0.58,1.33,0.04,2.02,0.79,1.23,0.08,47.29,1.88,10.83,30.62,8.12,1.46,46.88,1.46,2.08,1.46,0.0,26.46,117.5,40.62,2.29,0.62,0.42,0.21,0.42,33.96,27.29,0.62,19.0,3.96,0.0,2.5,0.0,1.67,0.0,2.93,4.84,4.37,0.0,0.83,0.0,20.5,0.04,0.04,20.42,4.58,0.21,42.9,45.5,2.67,0.0,0.83,0.0,0.0,0.0,4.27,0.0,0.0,0.0,0.04,0.04,0.01,-0.04,-0.04,Defensive Midfield
216,216,217.0,Abdourahmane Barry,FRA,DF,Greuther Fürth,Bundesliga,22.0,2000.0,2.3,3.91,1.3,2.61,0.87,0.43,2.61,3.48,0.87,17.39,4.78,6.52,9.13,1.74,2.61,0.87,0.0,1.74,2.61,6.52,0.0,0.43,4.38,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.14,0.0,0.43,0.0,2.5,0.06,-0.21,4.14,11.57,25.86,5.86,4.84,7.71,5.63,7.43,0.43,0.71,1.96,1.0,90.0,2.71,5.71,3.14,0.14,0.14,0.71,0.0,0.29,0.14,0.14,0.0,0.87,0.0,0.0,3.48,1.74,0.0,2.61,2.61,1.3,0.0,0.0,0.0,12.17,2.61,0.87,38.26,50.0,732.61,323.04,16.09,17.83,14.35,17.83,5.65,9.57,0.0,0.04,-0.04,0.87,3.48,0.87,0.87,4.35,50.0,40.43,9.57,1.74,0.0,7.83,3.04,2.61,0.0,0.0,0.0,0.0,25.65,11.74,12.61,6.52,31.3,1.74,7.39,0.43,38.26,0.0,0.87,1.3,2.17,90.42,22.5,1.25,27.92,0.42,0.42,7.08,7.08,0.73,2.08,1.67,0.42,0.18,1.92,2.08,-0.12,-0.06,61.74,4.78,20.87,25.65,17.83,1.3,53.91,0.43,1.74,0.43,0.0,33.48,154.35,77.83,3.91,0.87,0.0,1.3,1.74,34.35,30.43,2.61,19.0,8.26,0.87,3.48,0.87,4.35,0.04,5.68,6.33,5.22,0.0,0.43,0.0,23.0,0.0,0.04,17.39,4.78,0.87,75.0,75.0,4.38,0.0,0.43,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,Centre-Back
561,561,562.0,Abdu Conté,POR,DF,Troyes,Ligue 1,24.0,1998.0,15.0,1.87,1.0,1.33,0.47,0.07,1.0,1.67,0.67,12.4,3.67,6.73,4.13,1.53,1.6,0.2,0.0,1.4,1.2,3.07,1.07,0.0,2.2,1.13,0.8,0.07,0.0,0.07,0.13,0.07,0.13,0.13,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.0,0.0,1.13,1.0,0.13,2.27,1.2,1.0,0.0,0.0,0.0,4.6,0.93,1.0,30.27,41.0,522.33,194.87,15.07,17.6,12.4,16.07,2.6,5.0,0.07,0.15,-0.08,0.73,1.53,0.6,0.33,2.33,41.0,32.07,8.93,0.6,0.0,5.6,0.87,2.27,0.0,0.0,0.0,0.0,24.4,9.8,6.8,26.53,4.4,1.07,8.33,0.0,30.27,0.07,0.53,2.53,2.0,,,,,,,,inf,,,,,,,,,,49.27,2.07,18.0,20.87,13.93,1.2,40.8,1.07,1.47,1.07,0.0,29.27,146.13,87.67,3.6,1.67,0.47,1.2,0.87,34.87,28.93,3.0,89.0,5.93,0.73,1.53,0.6,2.33,0.15,3.85,7.31,2.8,0.0,0.33,0.07,16.0,0.02,0.06,12.4,3.67,0.2,48.3,60.0,2.2,0.0,0.33,0.07,0.0,0.0,1.07,0.0,0.0,0.0,0.02,0.02,0.0,-0.02,-0.02,Left-Back
1614,1614,1615.0,Abdul Majeed Waris,GHA,"MF,FW",Strasbourg,Ligue 1,30.0,1991.0,3.6,1.11,0.83,0.56,0.56,0.0,1.11,1.94,0.83,10.28,2.22,1.67,3.06,5.56,0.56,0.0,0.0,0.56,0.56,1.67,0.28,0.0,1.64,2.22,1.94,0.0,0.28,0.0,0.0,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.0,0.0,1.11,3.89,0.28,1.11,0.56,0.83,0.0,0.0,0.0,6.39,0.83,1.94,27.22,36.39,370.83,78.89,18.06,20.83,6.39,8.89,1.39,2.78,0.0,0.17,-0.17,1.11,1.11,1.11,0.28,2.22,36.39,35.28,1.11,0.0,0.28,5.56,0.56,1.11,0.0,0.0,0.0,0.0,27.78,5.83,2.78,1.67,32.5,0.28,1.11,0.28,27.22,0.28,0.56,2.22,1.67,,,,,,,,inf,,,,,,,,,,51.11,0.28,4.44,25.0,26.39,4.17,50.0,2.5,4.44,2.5,0.0,41.67,209.44,121.11,6.94,3.33,1.11,1.39,1.94,59.17,40.28,8.89,33.0,9.16,1.11,1.11,1.11,2.22,0.17,4.08,13.58,1.12,0.56,1.94,0.83,16.7,0.33,0.16,10.28,2.22,0.0,30.0,57.1,1.64,0.56,1.94,0.83,0.08,0.19,4.64,0.0,0.0,0.0,0.33,0.33,0.04,0.22,0.22,Centre-Forward
2168,2168,2169.0,Abdón Prats,ESP,FW,Mallorca,La Liga,29.0,1992.0,7.1,0.42,0.42,0.14,0.0,0.28,0.28,0.56,0.28,10.85,3.52,0.14,2.96,7.75,0.85,0.0,0.0,0.85,0.14,0.56,0.7,0.0,0.44,2.54,1.69,0.0,0.0,0.14,0.42,0.28,0.14,0.0,0.0,0.0,0.14,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.0,0.0,1.55,2.39,0.28,0.56,0.14,0.42,0.0,0.0,0.0,4.51,4.79,4.93,14.51,21.97,207.04,44.65,8.73,11.83,3.66,5.35,0.99,1.83,0.0,0.06,-0.06,0.99,1.55,0.42,0.0,1.83,21.97,19.86,2.11,0.0,0.0,7.32,0.42,0.56,0.0,0.0,0.0,0.0,12.11,5.49,4.37,11.27,4.08,2.25,0.0,0.85,14.51,0.0,0.42,1.55,1.27,90.0,4.27,1.27,5.36,0.0,0.64,2.18,1.55,0.09,1.45,1.82,-0.36,-0.0,1.29,1.57,-0.28,0.01,34.79,0.7,3.1,15.92,16.9,5.49,32.39,1.13,1.83,1.27,0.0,19.01,62.39,26.34,1.41,0.56,0.28,2.39,2.82,45.49,24.51,6.34,23.0,3.24,0.99,1.55,0.42,1.83,0.06,6.31,4.05,0.99,0.42,2.68,0.99,14.8,0.28,0.1,10.85,3.52,0.0,49.3,50.0,0.44,0.42,2.68,0.99,0.02,0.06,2.08,0.28,0.0,0.0,0.28,0.28,0.01,0.14,0.14,Centre-Forward
2473,2473,2474.0,Aboubakar Sidibé,FRA,FW,Clermont Foot,Ligue 1,26.0,1996.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,420.0,90.0,20.0,20.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,10.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,90.0,2.78,0.73,5.5,0.4,1.39,1.39,0.26,0.11,1.52,1.13,0.4,0.04,1.34,1.06,0.28,-0.0,40.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,590.0,460.0,20.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,2.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,midfield
1127,1127,1128.0,Achraf Hakimi,MAR,DF,Paris S-G,Ligue 1,23.0,1998.0,27.5,2.98,1.71,1.67,0.91,0.4,1.38,2.91,1.53,16.18,5.05,6.33,4.98,4.87,1.13,0.18,0.0,0.95,1.64,4.62,0.8,0.04,7.25,1.67,1.27,0.04,0.22,0.07,0.0,0.07,0.29,0.25,0.0,0.04,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.04,0.0,0.73,0.65,0.22,1.89,1.64,1.71,0.0,0.0,0.0,4.87,0.36,0.73,59.56,66.69,893.05,252.29,34.0,36.58,21.75,24.18,2.62,3.38,0.22,0.17,0.05,1.05,2.36,1.42,0.47,3.56,66.69,58.95,7.75,0.91,0.04,6.73,0.36,1.89,0.07,0.0,0.0,0.0,53.6,10.25,2.84,7.35,51.16,1.02,6.76,0.15,59.56,0.11,0.36,2.07,1.27,90.0,90.0,1.0,90.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,-5.0,-3.92,0.7,3.1,-2.5,-1.76,76.07,2.62,21.35,30.33,28.51,3.09,68.51,0.98,1.89,1.09,0.18,53.6,232.25,135.75,6.25,1.49,0.69,1.02,0.95,60.62,55.89,4.44,270.0,9.81,1.05,2.36,1.42,3.56,0.17,2.99,8.22,2.77,0.15,0.76,0.36,16.0,0.08,0.1,16.18,5.05,0.18,33.3,47.5,7.25,0.15,0.76,0.36,0.01,0.01,0.58,0.0,0.0,0.0,0.08,0.08,0.0,0.07,0.07,Right-Back
119,119,120.0,Adam Armstrong,ENG,FW,Southampton,Premier League,25.0,1997.0,15.7,0.64,0.45,0.19,0.19,0.25,0.0,0.38,0.38,15.22,4.08,1.34,5.67,8.22,0.64,0.06,0.0,0.57,0.57,1.21,0.38,0.0,1.11,1.85,1.08,0.0,0.25,0.25,0.25,0.0,0.19,0.13,0.0,0.0,0.0,0.06,0.0,1.59,0.0,0.0,0.41,0.0,1.46,0.02,-0.13,4.88,15.76,22.53,4.29,2.35,7.47,3.15,8.94,1.0,0.18,0.71,1.0,90.0,1.59,4.18,2.53,0.18,0.41,0.41,0.29,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.96,0.57,0.13,1.4,0.57,0.45,0.06,0.0,0.0,3.63,0.89,2.42,14.2,20.06,239.75,38.79,6.75,8.66,6.11,8.09,1.02,2.04,0.13,0.11,0.02,0.76,0.89,0.83,0.0,1.66,20.06,18.09,1.97,0.0,0.06,4.14,0.57,1.4,0.0,0.0,0.0,0.0,13.69,3.57,2.8,4.08,13.95,1.15,0.13,0.25,14.2,0.06,0.19,0.89,0.83,89.93,2.71,1.08,2.71,0.69,0.0,0.0,0.0,0.04,1.14,1.34,-0.2,-0.03,1.38,0.98,0.39,0.01,31.15,0.51,2.55,12.74,18.41,5.22,29.17,1.21,2.42,1.27,0.06,21.66,123.12,67.64,4.08,1.21,1.15,2.17,1.59,41.46,22.17,6.94,90.0,5.74,0.76,0.89,0.83,1.66,0.11,5.85,13.1,1.21,0.13,2.99,0.89,17.0,0.27,0.09,15.22,4.08,0.06,26.9,0.0,1.11,0.13,2.99,0.89,0.0,0.01,1.08,0.0,0.0,0.0,0.27,0.27,0.01,-0.15,-0.15,Centre-Forward
911,911,912.0,Adam Forshaw,ENG,MF,Leeds United,Premier League,30.0,1991.0,17.0,3.0,1.65,1.18,1.71,0.12,1.24,2.82,1.59,24.0,7.29,7.47,12.65,3.88,1.12,0.06,0.0,1.06,1.76,4.76,1.12,0.06,5.52,1.59,1.53,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.0,0.0,2.24,1.24,0.12,0.29,1.76,1.65,0.0,0.0,0.0,11.18,0.76,0.88,39.88,47.65,741.76,188.65,18.53,20.47,14.59,17.0,5.59,7.82,0.06,0.06,-0.01,0.76,3.47,0.47,0.0,3.59,47.65,46.0,1.65,1.41,0.06,7.24,2.12,0.29,0.0,0.0,0.0,0.0,34.82,5.12,7.71,6.35,38.76,1.59,0.18,0.12,39.88,0.35,0.65,1.47,0.88,89.82,4.07,1.08,4.67,0.6,0.24,1.38,0.66,0.07,1.32,1.92,-0.6,-0.02,1.14,1.74,-0.59,-0.01,57.12,1.47,16.76,33.59,10.76,0.53,55.71,0.53,0.94,0.53,0.0,36.53,182.94,82.53,2.76,1.12,0.12,0.65,1.0,41.88,36.71,1.47,108.0,6.35,0.76,3.47,0.47,3.59,0.06,4.5,4.83,2.88,0.0,0.82,0.24,25.5,0.02,0.03,24.0,7.29,0.06,46.4,43.8,5.52,0.0,0.82,0.24,0.0,0.0,1.5,0.06,0.0,0.0,0.02,0.02,0.0,-0.02,-0.02,Central Midfield
