Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl_p90 (defense_p90),TklW_p90 (defense_p90),Def 3rd_p90 (defense_p90),Mid 3rd_p90 (defense_p90),Att 3rd_p90 (defense_p90),Challenges Tkl_p90 (defense_p90),Att_p90 (defense_p90),Lost_p90 (defense_p90),Blocks_p90 (defense_p90),Shots Blocked_p90 (defense_p90),Pass_p90 (defense_p90),Int_p90 (defense_p90),Tkl+Int_p90 (defense_p90),Clr_p90 (defense_p90),Err_p90 (defense_p90),True Interceptions_p90 (defense_p90),Shots Blocked_p90.1 (defense_p90),Tkl_p90 (defense_Padj_p90),TklW_p90 (defense_Padj_p90),Def 3rd_p90 (defense_Padj_p90),Mid 3rd_p90 (defense_Padj_p90),Att 3rd_p90 (defense_Padj_p90),Challenges Tkl_p90 (defense_Padj_p90),Att_p90 (defense_Padj_p90),Lost_p90 (defense_Padj_p90),Blocks_p90 (defense_Padj_p90),Sh_p90 (defense_Padj_p90),Pass_p90 (defense_Padj_p90),Int_p90 (defense_Padj_p90),Tkl+Int_p90 (defense_Padj_p90),Clr_p90 (defense_Padj_p90),Err_p90 (defense_Padj_p90),Padj Tkl+Int p90 (defense_Padj_p90),Percent of Dribblers Tackled (defense_Padj_p90),SCA_p90 (gca_p90),PassLive_p90 (gca_p90),PassDead_p90 (gca_p90),TO_p90 (gca_p90),Sh_p90 (gca_p90),Fld_p90 (gca_p90),Def_p90 (gca_p90),GCA_p90 (gca_p90),GCA Types PassLive_p90 (gca_p90),GCA Types PassDead_p90 (gca_p90),GCA Types TO_p90 (gca_p90),GCA Types Sh_p90 (gca_p90),GCA Types Fld_p90 (gca_p90),GCA Types Def_p90 (gca_p90),CrdY_p90 (misc_p90),CrdR_p90 (misc_p90),2CrdY_p90 (misc_p90),Fls_p90 (misc_p90),Fld_p90 (misc_p90),Off_p90 (misc_p90),Crs_p90 (misc_p90),Int_p90 (misc_p90),TklW_p90 (misc_p90),PKwon_p90 (misc_p90),PKcon_p90 (misc_p90),OG_p90 (misc_p90),Recov_p90 (misc_p90),Won_p90 (misc_p90),Lost_p90 (misc_p90),Aerial Win Rate (misc_p90),Completed Passes_p90 (passing_p90),Attempted Passes_p90 (passing_p90),Short Cmp_p90 (passing_p90),Short Att_p90 (passing_p90),Medium Cmp_p90 (passing_p90),Medium Att_p90 (passing_p90),Long Cmp_p90 (passing_p90),Long Att_p90 (passing_p90),Ast_p90 (passing_p90),xAG_p90 (passing_p90),xA_p90 (passing_p90),A-xAG_p90 (passing_p90),KP_p90 (passing_p90),Passes into Final 1/3_p90 (passing_p90),Passes into Penalty Area_p90 (passing_p90),Crosses into Penalty Area_p90 (passing_p90),Prog Passes_p90 (passing_p90),Prog Passes_p90 per 50 passes (passing_p90),KP p90 per 50 passes (passing_p90),xA per KP p90 (passing_p90),Att_p90 (passing_types_p90),Live_p90 (passing_types_p90),Dead_p90 (passing_types_p90),FK_p90 (passing_types_p90),TB_p90 (passing_types_p90),Sw_p90 (passing_types_p90),Crs_p90 (passing_types_p90),TI_p90 (passing_types_p90),CK_p90 (passing_types_p90),In_p90 (passing_types_p90),Out_p90 (passing_types_p90),Str_p90 (passing_types_p90),Cmp_p90 (passing_types_p90),Off_p90 (passing_types_p90),Blocks_p90 (passing_types_p90),Min_p90 (playingtime_p90),Mn/MP_p90 (playingtime_p90),Starts_p90 (playingtime_p90),Mn/Start_p90 (playingtime_p90),Compl_p90 (playingtime_p90),Subs_p90 (playingtime_p90),Mn/Sub_p90 (playingtime_p90),unSub_p90 (playingtime_p90),PPM_p90 (playingtime_p90),onG_p90 (playingtime_p90),onGA_p90 (playingtime_p90),+/-_p90 (playingtime_p90),On-Off_p90 (playingtime_p90),onxG_p90 (playingtime_p90),onxGA_p90 (playingtime_p90),xG+/-_p90 (playingtime_p90),Team Success (xG) On-Off_p90 (playingtime_p90),Touches_p90 (possession_p90),Def Pen_p90 (possession_p90),Def 3rd_p90 (possession_p90),Mid 3rd_p90 (possession_p90),Att 3rd_p90 (possession_p90),Att Pen_p90 (possession_p90),Live_p90 (possession_p90),Attempted Dribbles_p90 (possession_p90),Successful Dribbles_p90 (possession_p90),Tkld_p90 (possession_p90),Carries_p90 (possession_p90),Prog Carries_p90 (possession_p90),Carries into Final 1/3_p90 (possession_p90),Carries into Penalty Area_p90 (possession_p90),Mis_p90 (possession_p90),Dis_p90 (possession_p90),Rec_p90 (possession_p90),PrgR_p90 (possession_p90),Prog Carries_p90 per 100 touches (possession_p90),Gls_p90 (shooting_p90),Sh_p90 (shooting_p90),SoT_p90 (shooting_p90),G/Sh_p90 (shooting_p90),G/SoT_p90 (shooting_p90),FK_p90 (shooting_p90),PK_p90 (shooting_p90),PKatt_p90 (shooting_p90),xG_p90 (shooting_p90),npxG_p90 (shooting_p90),npxG/Sh_p90 (shooting_p90),G-xG_p90 (shooting_p90),np:G-xG_p90 (shooting_p90),Average Shot Distance (shooting_p90),Starts_p90 (stats_p90),Min_p90 (stats_p90),Gls_p90 (stats_p90),Ast_p90 (stats_p90),G+A_p90 (stats_p90),G-PK_p90 (stats_p90),PK_p90 (stats_p90),PKatt_p90 (stats_p90),CrdY_p90 (stats_p90),CrdR_p90 (stats_p90),xG_p90 (stats_p90),npxG_p90 (stats_p90),xAG_p90 (stats_p90),npxG+xAG_p90 (stats_p90),PrgC_p90 (stats_p90),PrgP_p90 (stats_p90),Prog Passes Received_p90 (stats_p90),G+A-PK_p90 (stats_p90),xG+xAG_p90 (stats_p90),TMPosition
12,Abner,BRA,DF,Betis,La Liga,23,2000,6.7,1.79,1.34,1.34,0.3,0.15,1.04,2.39,1.34,1.19,0.3,0.9,1.19,2.99,3.58,0,2.38,0.3,1.79,1.34,1.34,0.3,0.15,1.04,2.39,1.34,1.19,0.3,0.9,1.19,2.99,3.58,0,3.03,43.8,1.19,0.75,0.15,0.15,0.15,0,0,0.15,0.15,0,0,0,0,0,0.3,0,0,1.19,0.3,0,1.94,1.19,1.34,0,0.15,0,6.42,1.34,2.39,36,37.61,52.39,19.4,22.24,14.03,20,2.39,6.27,0,0.01,0.07,-0.01,0.3,2.69,0.45,0.15,2.39,3.18,0.4,0.23,52.39,41.04,11.19,0.15,0,0.3,1.94,11.04,0,0,0,0,37.61,0.15,2.24,89.17,8.33,0,0,0,9.17,8.33,3.33,1.89,4.17,0,4.17,2.94,2.42,1.08,1.33,0.78,63.43,3.73,19.1,28.21,16.87,1.64,63.43,1.49,0.45,1.04,30.45,1.19,1.04,0.6,1.49,0.6,34.48,3.73,1.88,0,0.75,0.15,0,0,0,0,0,0.25,0.25,0.05,-0.25,-0.25,13.6,1.04,90.6,0,0,0,0,0,0,0.3,0,0.25,0.25,0.01,0.27,1.19,2.39,3.73,0,0.04,Left-Back
651,Achraf Dari,MAR,DF,Brest,Ligue 1,24,1999,14.6,1.44,0.96,1.03,0.34,0.07,0.96,1.37,0.41,1.1,0.68,0.41,1.3,2.74,4.45,0.14,2.4,0.68,1.44,0.96,1.03,0.34,0.07,0.96,1.37,0.41,1.1,0.68,0.41,1.3,2.74,4.45,0.14,2.03,70,0.48,0.21,0.14,0,0,0.07,0.07,0.14,0.07,0,0,0,0.07,0,0.07,0,0,0.89,0.89,0.14,0.07,1.3,0.96,0.07,0.07,0,5.34,2.4,1.64,59.3,37.47,47.26,8.42,9.86,21.1,23.49,7.26,12.53,0,0,0.01,0,0.07,1.71,0,0,2.26,3.02,0.09,0.14,47.26,45.27,1.85,1.85,0,0.48,0.07,0,0,0,0,0,37.47,0.14,0.27,89.27,5.61,0.49,16.59,0,3.41,4.15,4.39,0.43,1.71,1.71,0,0.06,1.37,1.12,0.24,0.11,57.95,9.25,32.88,24.38,1.1,0.62,57.95,0.07,0.07,0,38.42,0.21,0.07,0,0.27,0.21,33.77,0.07,0.36,0.07,0.27,0.14,0.02,0.03,0,0,0,0.03,0.03,0.01,0.04,0.04,15.4,1.03,90.21,0.07,0,0.07,0.07,0,0,0.07,0,0.03,0.03,0,0.03,0.21,2.26,0.07,0,0,Centre-Back
1140,Achraf Hakimi,MAR,"DF,MF",Paris S-G,Ligue 1,24,1998,22.8,2.37,1.49,0.83,0.88,0.66,1.36,2.59,1.23,1.49,0.09,1.4,0.7,3.07,0.83,0,2.19,0.09,2.37,1.49,0.83,0.88,0.66,1.36,2.59,1.23,1.49,0.09,1.4,0.7,3.07,0.83,0,4.6,52.5,3.29,2.81,0.04,0.18,0.09,0.09,0.09,0.39,0.22,0,0.04,0.04,0.04,0.04,0.31,0.09,0.04,1.27,0.83,0.22,1.84,0.7,1.49,0.04,0,0,5.66,0.31,0.31,50,60.22,67.46,38.38,41.75,16.58,18.25,1.23,1.75,0.13,0.13,0.23,0,1.45,2.15,2.02,0.57,4.34,3.6,1.2,0.16,67.46,62.37,5.09,0.53,0.04,0.04,1.84,4.43,0.13,0,0,0,60.22,0,1.54,87.5,28.75,1.25,56.25,0,2.5,16.25,7.5,0.41,1.25,1.25,0,0.3,1.38,2,-0.62,-0.8,77.72,2.15,15.83,31.4,31.27,3.6,77.72,3.25,1.27,1.4,62.02,3.73,2.89,0.96,1.27,1.01,58.16,10.04,4.8,0.22,0.79,0.39,0.01,0.02,0,0,0,0.17,0.17,0.01,0.05,0.05,14.9,1.01,90.04,0.22,0.13,0.35,0.22,0,0,0.31,0.09,0.17,0.17,0.13,0.3,3.73,4.34,10.04,0.02,0.01,Right-Back
134,Adam Armstrong,ENG,"FW,MF",Southampton,Premier League,26,1997,14.8,0.95,0.61,0.41,0.34,0.2,0.2,0.68,0.47,1.01,0.2,0.81,0.34,1.28,0.41,0,1.35,0.2,0.95,0.61,0.41,0.34,0.2,0.2,0.68,0.47,1.01,0.2,0.81,0.34,1.28,0.41,0,0.94,30,1.62,1.28,0,0.14,0.07,0.07,0.07,0.14,0.07,0,0,0,0,0.07,0.14,0,0,1.15,0.61,0.14,0.95,0.34,0.61,0,0,0,3.65,0.34,1.42,19.2,14.86,20.41,8.11,9.86,4.8,6.01,0.88,1.55,0.07,0.09,0.05,-0.02,0.74,0.88,0.68,0.14,1.08,3.63,2.49,0.07,20.41,18.04,2.36,0,0,0.27,0.95,0.2,0,0,0,0,14.86,0,1.42,90,2.65,1.02,2.72,0.86,0.03,0.71,0,0.05,1.7,1.08,0.62,0.01,1.81,1.01,0.8,0.01,30.95,0.74,4.8,11.89,15,3.11,30.95,2.91,0.88,1.69,17.23,2.64,1.96,0.74,1.62,1.49,18.45,4.73,8.53,0.14,1.69,0.81,0.01,0.01,0,0,0,0.14,0.14,0.01,-0.01,-0.01,15.9,0.95,90.2,0.14,0.07,0.2,0.14,0,0,0.14,0,0.14,0.14,0.09,0.22,2.64,1.08,4.73,0.01,0.02,Centre-Forward
401,Adam Buksa,POL,"FW,MF",Lens,Ligue 1,26,1996,1.1,0.91,0,0,0,0.91,0,2.73,2.73,0,0,0,0,0.91,0,0,0,0,0.91,0,0,0,0.91,0,2.73,2.73,0,0,0,0,0.91,0,0,1.17,0,0.91,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0.91,0,0.91,0,0,0,0,0,1.82,0.91,4.55,16.7,13.64,21.82,6.36,10,6.36,8.18,0,0.91,0,0,0,0,0.91,2.73,0,0,2.73,10.01,3.34,0,21.82,20.91,0.91,0,0,0,0.91,0,0,0,0,0,13.64,0,0,90,2.43,1,2.43,1,0,0,0,0.03,1.19,1.46,-0.27,-0.01,1.13,1.49,-0.35,-0.02,31.82,0,0.91,17.27,13.64,6.36,31.82,0,0,0,24.55,0.91,0,0.91,6.36,1.82,26.36,8.18,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.82,0,0,0,0,0,0,0,0,0,0,0,0,0.91,2.73,8.18,0,0.04,Centre-Forward
937,Adam Forshaw,ENG,MF,Leeds United,Premier League,31,1991,5.3,2.26,1.7,0.94,1.32,0,1.32,3.21,1.89,1.7,0.19,1.51,0.75,3.02,0.38,0,2.45,0.19,2.26,1.7,0.94,1.32,0,1.32,3.21,1.89,1.7,0.19,1.51,0.75,3.02,0.38,0,2.57,41.2,3.02,1.89,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.94,0,3.77,0.75,1.7,0,0,0,6.98,0.38,1.13,25,36.98,46.04,19.25,20.94,11.13,12.64,5.28,9.62,0,0.17,0.11,-0.17,1.51,5.66,0.75,0.38,6.23,8.42,2.04,0.07,46.04,41.89,4.15,1.32,0,0.38,3.77,0.38,1.7,1.13,0.38,0,36.98,0,0.75,89.87,5.57,0.89,9.75,0.25,1.14,2.41,1.27,0.08,0.89,1.77,-0.89,0.01,0.87,1.39,-0.52,0.02,55.28,1.32,12.08,32.26,11.7,0.19,55.28,2.08,1.51,0.57,33.77,0.75,1.51,0,1.13,1.51,35.09,1.32,1.36,0,0.19,0,0,0,0,0,0,0,0,0.01,0,0,26.4,0.94,90.38,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0.75,6.23,1.32,0,0.03,Central Midfield
1198,Adam Hložek,CZE,"FW,MF",Leverkusen,Bundesliga,20,2002,14.3,0.63,0.28,0.28,0.21,0.14,0.21,0.63,0.42,0.63,0.14,0.49,0.42,1.05,0.63,0,1.05,0.14,0.63,0.28,0.28,0.21,0.14,0.21,0.63,0.42,0.63,0.14,0.49,0.42,1.05,0.63,0,1.15,33.3,2.73,2.1,0.21,0.07,0.28,0.07,0,0.56,0.42,0,0,0.14,0,0,0.14,0,0,1.33,1.4,0.07,1.05,0.42,0.28,0,0,0,2.59,1.68,3.01,35.8,16.85,23.22,10.14,12.45,4.41,6.15,1.4,2.1,0.21,0.17,0.09,0.03,1.26,1.47,0.42,0,2.24,6.65,3.74,0.07,23.22,21.61,1.61,0.07,0.07,0.14,1.05,0.07,0.77,0.35,0.28,0,16.85,0,0.7,90.04,2.66,0.99,3.43,0.34,0.47,1.03,0.04,0.04,1.24,1.46,-0.21,0,1.25,1.6,-0.35,-0.02,34.27,0.77,3.43,16.5,14.69,2.94,34.27,1.54,0.63,0.49,17.55,1.54,1.19,0.63,3.01,1.54,24.9,4.9,4.49,0.35,2.1,0.77,0.01,0.03,0.14,0,0,0.19,0.19,0.01,0.16,0.16,16.9,1.12,89.93,0.35,0.21,0.56,0.35,0,0,0.14,0,0.19,0.19,0.17,0.37,1.54,2.24,4.9,0.04,0.03,Left Winger
1464,Adam Lallana,ENG,"MF,FW",Brighton,Premier League,35,1988,8,1.12,0.5,0.75,0.25,0.12,0,0.88,0.88,0.75,0,0.75,0.25,1.38,0.12,0,1,0,1.12,0.5,0.75,0.25,0.12,0,0.88,0.88,0.75,0,0.75,0.25,1.38,0.12,0,2.03,0,2.75,2.75,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0.88,0,0.38,0.25,0.5,0,0,0,3.12,1,1.12,47.1,32.75,39.62,21.62,24.25,7.12,9.25,0.75,1.12,0.12,0.12,0.15,0,1.75,2.88,1.12,0.12,4.12,6.29,2.67,0.09,39.62,38,1.38,0.25,0,0,0.38,0.25,0.12,0,0,0,32.75,0.25,0.62,92,18,1,53,0,4,10,14,0.8,2,2,0,0.46,0.9,1.6,-0.7,-0.37,46.62,0.75,5.38,22.5,18.88,4.12,46.62,0.75,0.38,0.38,25.75,1.25,0.5,0.5,1.88,1.38,36.88,5.38,2.68,0.25,1,0.62,0.03,0.05,0,0,0,0.11,0.11,0.01,0.14,0.14,13.3,1.5,90.25,0.25,0.12,0.38,0.25,0,0,0,0,0.11,0.11,0.12,0.24,1.25,4.12,5.38,0.05,0.03,Attacking Midfield
1690,Adam Marušić,MNE,DF,Lazio,Serie A,30,1992,30.7,1.34,0.98,0.75,0.46,0.13,0.81,1.27,0.46,0.65,0.2,0.46,1.24,2.57,2.05,0.03,1.89,0.2,1.34,0.98,0.75,0.46,0.13,0.81,1.27,0.46,0.65,0.2,0.46,1.24,2.57,2.05,0.03,2.84,64.1,1.14,0.91,0.1,0,0.03,0,0.1,0.1,0.07,0,0,0.03,0,0,0.26,0.03,0,0.72,0.46,0.03,0.55,1.24,0.98,0,0,0,5.7,0.94,0.81,53.7,50.94,59.58,28.21,30.59,17.79,20.98,3.39,5.34,0.07,0.04,0.04,0.03,0.29,3.49,0.23,0.13,3.78,3.71,0.28,0.14,59.58,51.24,8.24,0.91,0,0.26,0.55,7.33,0,0,0,0,50.94,0.1,0.59,89.84,3.35,1.1,3.96,0.27,0.38,1.59,0.11,0.07,1.65,1.54,0.11,0,1.3,1.54,-0.24,0,66.74,3.26,25.9,32.74,8.47,0.55,66.74,0.49,0.33,0.1,34.69,1.24,1.27,0.13,0.42,0.42,43.45,1.4,1.86,0,0.52,0.23,0,0,0,0,0,0.02,0.02,0,-0.02,-0.02,24,1.01,89.87,0,0.07,0.07,0,0,0,0.26,0.03,0.02,0.02,0.04,0.06,1.24,3.78,1.4,0,0,Right-Back
1692,Adam Masina,MAR,DF,Udinese,Serie A,29,1994,8.8,1.14,0.8,0.8,0.34,0,0.68,1.7,1.02,1.25,0.45,0.8,1.14,2.27,3.18,0.11,2.39,0.45,1.14,0.8,0.8,0.34,0,0.68,1.7,1.02,1.25,0.45,0.8,1.14,2.27,3.18,0.11,2.05,40,0.57,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,1.25,0.11,0,1.14,1.14,0.8,0,0.11,0,5,2.95,1.25,70.3,37.73,48.64,12.5,14.2,18.64,22.16,6.36,11.25,0,0.02,0.03,-0.02,0.23,2.95,0.57,0.34,2.73,3.62,0.3,0.13,48.64,43.86,4.55,1.48,0.11,0.68,1.14,3.07,0,0,0,0,37.73,0.23,0.34,100,50,0,0,0,20,50,80,0,0,10,-10,-76.8,1,1,0,0.5,56.36,6.25,27.61,24.89,4.66,0.68,56.36,0.45,0.34,0,33.75,0.45,0.34,0.11,0.45,0.11,34.89,0.68,0.8,0.23,0.23,0.23,0.11,0.11,0,0,0,0.01,0.01,0,0.22,0.22,12.3,0.91,89.66,0.23,0,0.23,0.23,0,0,0.23,0,0.01,0.01,0.02,0.03,0.45,2.73,0.68,0.03,0,Left-Back
2006,Adam Ounas,ALG,"FW,MF",Lille,Ligue 1,26,1996,11.8,1.69,0.93,0.34,0.85,0.51,0.68,1.1,0.42,1.36,0,1.36,0.59,2.29,0.42,0,1.95,0,1.69,0.93,0.34,0.85,0.51,0.68,1.1,0.42,1.36,0,1.36,0.59,2.29,0.42,0,3.38,61.5,4.75,3.05,0.93,0.34,0.25,0.17,0,0.51,0.25,0.08,0,0.08,0.08,0,0.17,0,0,1.27,2.46,0.17,6.36,0.59,0.93,0.08,0,0,5.08,0.42,0.85,33.3,34.15,48.22,16.1,19.83,12.97,18.47,4.07,7.03,0.08,0.24,0.25,-0.15,2.2,2.88,2.71,0.34,5.59,8.18,3.22,0.11,48.22,43.22,4.58,0.93,0.42,0.42,6.36,0.59,3.05,1.27,0.68,0,34.15,0.42,1.61,86.36,29.09,0.91,50,0,1.82,18.18,6.36,0,0.91,2.73,-1.82,-1.04,0.55,1.09,-0.64,-0.01,61.61,0.51,4.75,22.88,35.59,3.14,61.61,6.95,3.14,2.63,47.8,4.66,3.64,0.93,2.12,2.12,45.08,10.59,7.56,0.08,2.2,0.76,0,0.01,0.25,0,0,0.19,0.19,0.01,-0.11,-0.11,19.1,1.02,90.17,0.08,0.08,0.17,0.08,0,0,0.17,0,0.19,0.19,0.24,0.43,4.66,5.59,10.59,0.01,0.04,Right Winger
2475,Adam Smith,ENG,DF,Bournemouth,Premier League,32,1991,32.7,1.5,0.89,0.83,0.58,0.09,0.89,1.83,0.95,0.92,0.4,0.52,0.76,2.26,2.48,0.03,1.68,0.4,1.5,0.89,0.83,0.58,0.09,0.89,1.83,0.95,0.92,0.4,0.52,0.76,2.26,2.48,0.03,1.25,48.3,0.89,0.76,0.03,0,0.06,0,0.03,0.06,0.06,0,0,0,0,0,0.34,0,0,0.89,0.83,0,1.47,0.76,0.89,0,0.03,0,3.91,0.89,1.16,43.3,29.14,38.65,13.76,15.69,12.17,15.32,2.69,5.93,0.03,0.04,0.05,-0.01,0.49,2.14,0.86,0.58,2.54,4.36,0.84,0.1,38.65,30.18,8.44,0.67,0,0.06,1.47,7.77,0,0,0,0,29.14,0.03,0.89,90.12,2.43,1.09,2.46,0.33,0.03,1.37,0,0.04,1.22,1.37,-0.15,0.01,1.12,1.22,-0.1,0.01,46.7,3.43,18.41,19.88,9.05,0.52,46.7,0.92,0.18,0.52,19.79,0.86,0.64,0.09,0.64,0.12,23.58,1.65,1.84,0,0.15,0.03,0,0,0,0,0,0.02,0.02,0,-0.02,-0.02,16.2,1.04,90,0,0.03,0.03,0,0,0,0.34,0,0.02,0.02,0.04,0.06,0.86,2.54,1.65,0,0,Right-Back
2783,Adam Webster,ENG,DF,Brighton,Premier League,28,1995,22.1,1,0.54,0.45,0.41,0.14,0.5,0.86,0.36,1.36,0.86,0.5,0.86,1.86,2.49,0.18,2.22,0.86,1,0.54,0.45,0.41,0.14,0.5,0.86,0.36,1.36,0.86,0.5,0.86,1.86,2.49,0.18,2.73,57.9,0.9,0.86,0.05,0,0,0,0,0.05,0.05,0,0,0,0,0,0.09,0,0,0.45,0.27,0.05,0.09,0.86,0.54,0,0,0.05,6.47,2.71,1.22,69,68.51,77.6,25.57,27.69,36.7,40.09,5.66,8.05,0,0.01,0.02,-0.01,0.27,5.43,0.23,0.05,5.38,3.93,0.2,0.07,77.6,74.66,2.85,1.27,0,0.27,0.09,1.58,0,0,0,0,68.51,0.09,0.45,90,12.86,1.07,18.93,0,1.43,8.21,4.64,0.25,1.79,1.43,0.36,0.24,0.64,1.29,-0.64,-0.22,85.43,7.69,37.06,43.85,4.89,1.22,85.43,0.36,0.14,0.18,55.57,0.86,0.81,0,0.5,0.23,61.95,0.41,1.01,0,0.81,0.09,0,0,0,0,0,0.08,0.08,0,-0.08,-0.08,11.2,1.04,89.82,0,0,0,0,0,0,0.09,0,0.08,0.08,0.01,0.09,0.86,5.38,0.41,0,0,Centre-Back
2506,Adama Soumaoro,FRA,DF,Bologna,Serie A,30,1992,20.7,1.21,0.82,0.53,0.58,0.1,0.24,0.34,0.1,0.87,0.63,0.24,0.72,1.93,3.62,0.05,1.59,0.63,1.21,0.82,0.53,0.58,0.1,0.24,0.34,0.1,0.87,0.63,0.24,0.72,1.93,3.62,0.05,2.37,71.4,0.34,0.34,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0.24,0.05,0.05,1.01,0.58,0,0,0.72,0.82,0,0,0,4.64,1.5,0.72,67.4,48.12,51.93,17.29,18.16,26.57,28.02,3.77,4.59,0,0,0,0,0.05,1.35,0.05,0,2.42,2.51,0.05,0,51.93,49.32,2.32,2.27,0,0.05,0,0.05,0,0,0,0,48.12,0.29,0.24,90,5.03,1.02,5.41,0.83,0.13,1.72,1.08,0.15,1.91,0.45,1.46,0.07,1.54,1.08,0.46,0.02,59.23,7.63,31.35,26.91,1.11,0.34,59.23,0.14,0.1,0,34.83,0.34,0.24,0,0.29,0.05,40.1,0.05,0.57,0,0.1,0.05,0,0,0,0,0,0.01,0.01,0.01,-0.01,-0.01,8.8,1.06,90.19,0,0,0,0,0,0,0.24,0.05,0.01,0.01,0,0.01,0.34,2.42,0.05,0,0,Centre-Back
2651,Adama Traoré,ESP,"FW,MF",Wolves,Premier League,27,1996,16.6,0.84,0.42,0.42,0.24,0.18,0.24,0.54,0.3,0.48,0.06,0.42,0.18,1.02,1.02,0,0.66,0.06,0.84,0.42,0.42,0.24,0.18,0.24,0.54,0.3,0.48,0.06,0.42,0.18,1.02,1.02,0,1.01,44.4,2.65,2.23,0,0.12,0.12,0.18,0,0.24,0.12,0,0,0.12,0,0,0.12,0,0,1.27,2.05,0.42,4.88,0.18,0.42,0,0,0,3.98,2.35,1.51,60.9,19.58,29.76,11.93,15.9,5.12,7.77,1.51,2.77,0.06,0.22,0.19,-0.16,1.45,1.02,1.33,0.84,2.17,5.54,3.7,0.13,29.76,29.58,0.06,0,0.18,0,4.88,0.06,0,0,0,0,19.58,0.12,1.63,90.05,2.37,0.98,2.37,0.98,0.03,2.19,0,0.05,1.58,0.79,0.79,0.02,1.35,1.09,0.26,-0.01,43.01,1.08,6.14,15.12,22.83,3.37,43.01,6.27,2.95,2.05,27.77,5.12,2.47,1.51,3.55,1.63,33.43,9.4,11.9,0.12,1.14,0.42,0.01,0.02,0,0,0,0.08,0.08,0,0.04,0.04,15,0.72,90.12,0.12,0.06,0.18,0.12,0,0,0.12,0,0.08,0.08,0.22,0.31,5.12,2.17,9.4,0.01,0.02,Right Winger
1559,Ademola Lookman,NGA,"FW,MF",Atalanta,Serie A,25,1997,19.2,0.68,0.26,0.1,0.31,0.26,0.16,0.78,0.62,0.94,0,0.94,0.21,0.89,0.05,0,1.15,0,0.68,0.26,0.1,0.31,0.26,0.16,0.78,0.62,0.94,0,0.94,0.21,0.89,0.05,0,0.9,20,4.53,3.12,0.31,0.52,0.26,0.26,0.05,0.62,0.42,0,0.05,0.1,0.05,0,0.16,0,0,1.25,1.88,0.57,1.98,0.21,0.26,0.05,0,0,4.48,0.16,0.68,18.8,25.62,33.8,14.79,17.34,7.5,9.84,1.3,2.29,0.31,0.34,0.26,-0.03,2.03,1.56,1.72,0.21,4.11,8.02,3.96,0.13,33.8,31.3,2.4,0.36,0.31,0.16,1.98,0.57,0.83,0.1,0.36,0,25.62,0.1,1.3,,,,,,,,inf,,,,,,,,,,45.16,0.1,3.02,18.23,24.48,5.78,45,4.17,1.77,1.93,29.79,3.8,1.46,1.72,2.45,2.4,35.16,9.64,8.41,0.68,2.55,1.2,0.01,0.02,0.05,0.16,0.16,0.47,0.35,0.01,0.2,0.17,15.8,1.04,90,0.68,0.31,0.99,0.52,0.16,0.16,0.16,0,0.47,0.35,0.34,0.69,3.8,4.11,9.64,0.04,0.04,Left Winger
124,Adil Aouchiche,FRA,MF,Lorient,Ligue 1,20,2002,2.8,1.79,0.71,1.07,0.36,0.36,0.36,3.21,2.86,0.36,0,0.36,1.43,3.21,0.36,0,1.79,0,1.79,0.71,1.07,0.36,0.36,0.36,3.21,2.86,0.36,0,0.36,1.43,3.21,0.36,0,2.64,11.1,1.79,1.07,0,0,0.36,0,0.36,0,0,0,0,0,0,0,0,0,0,1.43,1.79,0,6.07,1.43,0.71,0,0,0,5,0,1.07,0,41.07,55,20,22.14,14.64,18.21,4.29,10.71,0,0.04,0.04,-0.04,0.36,5.36,1.07,0,8.21,10,0.44,0.11,55,47.5,7.5,2.86,0,1.43,6.07,1.07,2.86,0.71,1.43,0,41.07,0,1.43,inf,inf,,,,inf,inf,,inf,,,,inf,inf,inf,#NAME?,#NAME?,68.57,2.5,10.71,37.14,21.79,2.86,68.57,2.5,0.71,1.07,53.21,5.71,3.57,0.36,2.14,2.86,48.93,7.14,8.33,0,2.86,1.07,0,0,0,0,0,0.18,0.18,0.03,-0.18,-0.18,17.1,0.36,89.29,0,0,0,0,0,0,0,0,0.18,0.18,0.04,0.21,5.71,8.21,7.14,0,0.08,Attacking Midfield
