,Unnamed: 0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl_p90 (defense_Padj_p90),TklW_p90 (defense_Padj_p90),Def 3rd_p90 (defense_Padj_p90),Mid 3rd_p90 (defense_Padj_p90),Att 3rd_p90 (defense_Padj_p90),Vs Dribbles Tkl_p90 (defense_Padj_p90),Att_p90 (defense_Padj_p90),Past_p90 (defense_Padj_p90),Press_p90 (defense_Padj_p90),Succ Pressures_p90 (defense_Padj_p90),Pressures Def 3rd_p90 (defense_Padj_p90),Pressures Mid 3rd_p90 (defense_Padj_p90),Pressures Att 3rd_p90 (defense_Padj_p90),Blocks_p90 (defense_Padj_p90),Sh_p90 (defense_Padj_p90),ShSv_p90 (defense_Padj_p90),Pass_p90 (defense_Padj_p90),Int_p90 (defense_Padj_p90),Tkl+Int_p90 (defense_Padj_p90),Clr_p90 (defense_Padj_p90),Err_p90 (defense_Padj_p90),Padj Tkl+Int p90 (defense_Padj_p90),SCA_p90 (gca_p90),PassLive_p90 (gca_p90),PassDead_p90 (gca_p90),Drib_p90 (gca_p90),Sh_p90 (gca_p90),Fld_p90 (gca_p90),Def_p90 (gca_p90),GCA_p90 (gca_p90),GCA Types PassLive_p90 (gca_p90),GCA Types PassDead_p90 (gca_p90),GCA Types Drib_p90 (gca_p90),GCA Types Sh_p90 (gca_p90),GCA Types Fld_p90 (gca_p90),GCA Types Def_p90 (gca_p90),GA_p90 (keepersadv_p90),PKA_p90 (keepersadv_p90),FK_p90 (keepersadv_p90),CK_p90 (keepersadv_p90),OG_p90 (keepersadv_p90),PSxG_p90 (keepersadv_p90),PSxG/SoT_p90 (keepersadv_p90),PSxG+/-_p90 (keepersadv_p90),Cmp_p90 (keepersadv_p90),Att_p90 (keepersadv_p90),Passes Att_p90 (keepersadv_p90),Thr_p90 (keepersadv_p90),AvgLen_p90 (keepersadv_p90),Goal Kicks Att_p90 (keepersadv_p90),Goal Kicks AvgLen_p90 (keepersadv_p90),Opp_p90 (keepersadv_p90),Stp_p90 (keepersadv_p90),#OPA_p90 (keepersadv_p90),AvgDist_p90 (keepersadv_p90),Starts_p90 (keepers_p90),Min_p90 (keepers_p90),GA_p90 (keepers_p90),SoTA_p90 (keepers_p90),Saves_p90 (keepers_p90),W_p90 (keepers_p90),D_p90 (keepers_p90),L_p90 (keepers_p90),CS_p90 (keepers_p90),PKatt_p90 (keepers_p90),PKA_p90 (keepers_p90),PKsv_p90 (keepers_p90),PKm_p90 (keepers_p90),CrdY_p90 (misc_p90),CrdR_p90 (misc_p90),2CrdY_p90 (misc_p90),Fls_p90 (misc_p90),Fld_p90 (misc_p90),Off_p90 (misc_p90),Crs_p90 (misc_p90),Int_p90 (misc_p90),TklW_p90 (misc_p90),PKwon_p90 (misc_p90),PKcon_p90 (misc_p90),OG_p90 (misc_p90),Recov_p90 (misc_p90),Won_p90 (misc_p90),Lost_p90 (misc_p90),Completed Passes_p90 (passing_p90),Attempted Passes_p90 (passing_p90),TotDist Passed_p90 (passing_p90),PrgDist Passed_p90 (passing_p90),Short Cmp_p90 (passing_p90),Short Att_p90 (passing_p90),Medium Cmp_p90 (passing_p90),Medium Att_p90 (passing_p90),Long Cmp_p90 (passing_p90),Long Att_p90 (passing_p90),Ast_p90 (passing_p90),xA_p90 (passing_p90),A-xA_p90 (passing_p90),KP_p90 (passing_p90),Passes into Final 1/3_p90 (passing_p90),Passes into Penalty Area_p90 (passing_p90),CrsPA_p90 (passing_p90),Prog Passes_p90 (passing_p90),Att_p90 (passing_types_p90),Live_p90 (passing_types_p90),Dead_p90 (passing_types_p90),FK_p90 (passing_types_p90),TB_p90 (passing_types_p90),Press_p90 (passing_types_p90),Sw_p90 (passing_types_p90),Crs_p90 (passing_types_p90),CK_p90 (passing_types_p90),In_p90 (passing_types_p90),Out_p90 (passing_types_p90),Str_p90 (passing_types_p90),Ground_p90 (passing_types_p90),Low_p90 (passing_types_p90),High_p90 (passing_types_p90),Left_p90 (passing_types_p90),Right_p90 (passing_types_p90),Head_p90 (passing_types_p90),TI_p90 (passing_types_p90),Other_p90 (passing_types_p90),Cmp_p90 (passing_types_p90),Off_p90 (passing_types_p90),Outcomes Out_p90 (passing_types_p90),Int_p90 (passing_types_p90),Blocks_p90 (passing_types_p90),Min_p90 (playingtime_p90),Mn/MP_p90 (playingtime_p90),Starts_p90 (playingtime_p90),Mn/Start_p90 (playingtime_p90),Compl_p90 (playingtime_p90),Subs_p90 (playingtime_p90),Mn/Sub_p90 (playingtime_p90),unSub_p90 (playingtime_p90),PPM_p90 (playingtime_p90),onG_p90 (playingtime_p90),onGA_p90 (playingtime_p90),+/-_p90 (playingtime_p90),On-Off_p90 (playingtime_p90),onxG_p90 (playingtime_p90),onxGA_p90 (playingtime_p90),xG+/-_p90 (playingtime_p90),Team Success (xG) On-Off_p90 (playingtime_p90),Touches_p90 (possession_p90),Def Pen_p90 (possession_p90),Def 3rd_p90 (possession_p90),Mid 3rd_p90 (possession_p90),Att 3rd_p90 (possession_p90),Att Pen_p90 (possession_p90),Live_p90 (possession_p90),Successful Dribbles_p90 (possession_p90),Attempted Dribbles_p90 (possession_p90),#Pl_p90 (possession_p90),Megs_p90 (possession_p90),Carries_p90 (possession_p90),TotDist Carried_p90 (possession_p90),PrgDist Carried_p90 (possession_p90),Prog Carries_p90 (possession_p90),Carries into Final 1/3_p90 (possession_p90),Carries into Penalty Area_p90 (possession_p90),Mis_p90 (possession_p90),Dis_p90 (possession_p90),Targ_p90 (possession_p90),Rec_p90 (possession_p90),Receiving Prog_p90 (possession_p90),Prog Actions (possession_p90),Prog Actions_p90 (possession_p90),KP_p90 (possession_p90),Passes into Final 1/3_p90 (possession_p90),Passes into Penalty Area_p90 (possession_p90),Prog Passes_p90 (possession_p90),xA_p90 (possession_p90),Prog Passes_p90 per 50 passes (possession_p90),Gls_p90 (possession_p90),Sh_p90 (possession_p90),SoT_p90 (possession_p90),npxG_p90 (possession_p90),npxG/Sh_p90 (possession_p90),Press_p90 (possession_p90),Succ Pressures_p90 (possession_p90),Aerial Win % (possession_p90),% of Dribblers Tackled (possession_p90),Padj Tkl+Int p90 (possession_p90),Gls_p90 (shooting_p90),Sh_p90 (shooting_p90),SoT_p90 (shooting_p90),G/Sh_p90 (shooting_p90),G/SoT_p90 (shooting_p90),Dist_p90 (shooting_p90),FK_p90 (shooting_p90),PK_p90 (shooting_p90),PKatt_p90 (shooting_p90),xG_p90 (shooting_p90),npxG_p90 (shooting_p90),npxG/Sh_p90 (shooting_p90),G-xG_p90 (shooting_p90),np:G-xG_p90 (shooting_p90),TMPosition
170,170,171.0,Abdoulaye Bakayoko,FRA,DF,Saint-Étienne,Ligue 1,19.0,2002.0,3.4,4.71,2.94,4.12,0.59,0.0,1.47,2.65,1.18,17.35,5.88,10.88,6.18,0.29,2.35,1.18,0.0,1.18,4.12,8.82,4.71,0.0,8.82,0.29,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.12,0.0,0.12,0.03,1.06,0.01,-0.06,5.29,11.94,19.5,3.68,1.11,6.18,1.29,7.53,0.59,0.59,0.42,1.0,90.0,1.15,3.21,2.21,0.41,0.35,0.24,0.32,0.12,0.12,0.0,0.0,0.0,0.0,0.0,2.06,1.47,0.0,0.0,4.12,2.94,0.0,0.0,0.0,10.0,0.88,0.88,27.35,38.53,499.71,205.0,10.59,13.24,12.35,13.53,3.53,10.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,1.47,38.53,37.35,1.18,1.18,0.0,5.59,0.59,0.0,0.0,0.0,0.0,0.0,23.82,5.29,9.41,7.65,28.24,2.35,0.0,0.0,27.35,0.0,2.65,0.59,1.18,89.75,5.31,0.86,9.88,0.25,1.23,2.1,1.48,0.12,0.74,1.36,-0.62,-0.03,0.86,1.48,-0.62,-0.01,57.06,4.71,34.41,25.59,1.18,0.29,55.88,0.88,0.88,0.88,0.0,31.47,183.53,105.88,1.18,0.59,0.0,0.59,1.47,27.94,27.35,0.0,9.0,2.65,0.0,1.18,0.0,1.47,0.0,2.69,0.0,0.0,0.0,0.0,0.0,17.35,5.88,50.0,55.6,8.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back
184,184,185.0,Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,32.0,1990.0,4.7,1.28,0.0,1.06,0.21,0.0,0.64,2.34,1.7,11.06,2.13,5.32,3.4,2.34,2.13,0.21,0.0,1.91,2.55,3.83,1.7,0.0,3.51,1.28,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.05,0.05,0.2,0.05,1.16,0.01,0.0,4.85,9.05,25.7,4.05,1.52,5.55,1.26,8.4,0.45,0.3,0.75,1.0,90.0,1.2,3.8,2.6,0.55,0.2,0.25,0.3,0.05,0.05,0.0,0.0,0.21,0.0,0.0,1.06,1.06,0.0,1.28,2.55,0.0,0.0,0.0,0.21,5.53,1.49,1.06,27.02,34.89,435.32,193.4,14.47,15.32,10.85,13.83,1.49,3.83,0.0,0.02,-0.02,0.43,1.06,0.64,0.43,2.34,34.89,26.17,8.72,0.21,0.0,3.4,0.43,1.28,0.0,0.0,0.0,0.0,17.87,10.21,6.81,2.13,21.28,1.7,8.51,0.0,27.02,0.0,0.21,1.06,1.49,92.86,15.71,0.0,0.0,0.0,8.57,15.71,8.57,1.67,0.0,0.0,0.0,-0.29,0.71,1.0,-0.14,0.17,46.38,2.55,15.53,18.3,13.83,1.06,37.66,0.21,0.43,0.21,0.0,21.7,93.19,48.72,2.55,1.06,0.0,1.91,0.21,27.23,22.13,0.85,23.0,4.89,0.43,1.06,0.64,2.34,0.02,4.33,0.0,0.21,0.0,0.02,0.02,11.06,2.13,58.3,27.3,3.51,0.0,0.21,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.02,0.02,0.02,-0.02,-0.02,Right-Back
749,749,750.0,Abdoulaye Doucouré,MLI,MF,Everton,Premier League,29.0,1993.0,23.8,2.61,1.51,1.26,1.26,0.08,0.97,2.39,1.43,23.19,6.09,8.78,10.67,3.74,1.34,0.25,0.0,1.09,1.43,4.03,1.18,0.0,2.41,2.1,1.89,0.0,0.08,0.08,0.0,0.04,0.29,0.21,0.0,0.04,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.0,0.0,1.97,0.76,0.04,0.25,1.43,1.51,0.0,0.0,0.0,12.23,1.68,1.93,31.22,38.99,523.66,117.14,15.34,17.82,12.23,14.66,2.69,4.03,0.17,0.09,0.08,0.84,2.86,0.71,0.04,3.19,38.99,38.24,0.76,0.46,0.08,9.03,0.42,0.25,0.0,0.0,0.0,0.0,28.66,5.92,4.41,3.87,31.55,1.93,0.08,0.17,31.22,0.04,0.67,1.55,1.3,89.83,6.39,1.09,6.72,0.34,0.08,1.93,0.0,0.11,1.43,1.09,0.34,0.05,1.31,0.96,0.35,0.05,49.2,2.56,12.48,26.34,12.94,1.64,48.53,0.8,1.55,0.84,0.0,29.12,146.51,81.97,3.07,1.09,0.29,1.01,0.71,33.07,27.98,2.14,149.0,6.26,0.84,2.86,0.71,3.19,0.09,5.11,0.08,1.18,0.25,0.09,0.0,23.19,6.09,46.5,40.4,2.41,0.08,1.18,0.25,0.0,0.01,0.73,0.0,0.0,0.0,0.09,0.09,0.0,-0.0,-0.0,Central Midfield
2539,2539,2540.0,Abdoulaye Sylla,GUI,DF,Nantes,Ligue 1,22.0,2000.0,1.7,2.35,1.76,1.18,0.59,0.59,0.59,2.35,1.76,17.06,5.29,12.35,4.12,0.59,2.35,1.76,0.0,0.59,2.35,4.71,2.35,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.0,0.0,2.94,0.0,0.0,0.0,2.35,1.76,0.0,0.59,0.0,4.12,1.76,1.18,30.59,44.71,725.88,219.41,4.71,5.29,18.82,24.12,7.06,14.71,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.59,44.71,44.71,0.0,0.0,0.0,2.94,0.59,0.0,0.0,0.0,0.0,0.0,29.41,5.29,10.0,1.76,41.18,1.18,0.0,0.0,30.59,0.0,1.76,1.18,1.18,89.91,3.0,1.15,3.36,0.46,0.23,1.24,0.0,0.08,2.07,1.75,0.32,-0.02,1.38,1.48,-0.11,-0.03,52.94,3.53,24.71,31.18,1.18,0.0,52.94,0.0,0.0,0.0,0.0,36.47,120.0,64.12,1.18,0.59,0.0,0.0,0.0,35.88,35.88,0.0,3.0,1.77,0.0,1.18,0.0,0.59,0.0,0.96,0.0,0.0,0.0,0.0,0.0,17.06,5.29,60.0,25.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back
2628,2628,2629.0,Abdoulaye Touré,FRA,MF,Genoa,Serie A,28.0,1994.0,4.8,1.67,1.04,0.83,0.83,0.0,1.04,2.29,1.25,20.42,4.58,6.25,11.25,2.92,2.29,0.21,0.0,2.08,2.08,3.75,2.29,0.0,2.56,1.04,0.62,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.0,0.0,0.83,1.88,0.0,0.21,2.08,1.04,0.0,0.0,0.0,9.17,1.25,1.67,28.54,36.04,459.79,78.75,14.58,16.25,10.62,13.75,2.5,4.38,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.67,36.04,35.62,0.42,0.21,0.0,4.58,0.42,0.21,0.0,0.0,0.0,0.0,25.83,4.79,5.42,8.96,23.33,3.12,0.21,0.21,28.54,0.0,1.25,2.08,0.62,90.1,2.81,1.07,2.81,0.94,0.0,0.0,0.0,0.04,1.17,1.44,-0.27,0.01,1.2,1.28,-0.08,0.0,47.29,1.88,10.83,30.62,8.12,1.46,46.88,1.46,2.08,1.46,0.0,26.46,117.5,40.62,2.29,0.62,0.42,0.21,0.42,33.96,27.29,0.62,19.0,3.96,0.0,2.5,0.0,1.67,0.0,2.93,0.0,0.83,0.0,0.04,0.01,20.42,4.58,42.9,45.5,2.56,0.0,0.83,0.0,0.0,0.0,4.27,0.0,0.0,0.0,0.04,0.04,0.01,-0.04,-0.04,Defensive Midfield
211,211,212.0,Abdourahmane Barry,FRA,DF,Greuther Fürth,Bundesliga,22.0,2000.0,2.3,3.91,1.3,2.61,0.87,0.43,2.61,3.48,0.87,17.39,4.78,6.52,9.13,1.74,2.61,0.87,0.0,1.74,2.61,6.52,0.0,0.43,4.27,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.0,0.0,3.48,1.74,0.0,2.61,2.61,1.3,0.0,0.0,0.0,12.17,2.61,0.87,38.26,50.0,732.61,323.04,16.09,17.83,14.35,17.83,5.65,9.57,0.0,0.04,-0.04,0.87,3.48,0.87,0.87,4.35,50.0,40.43,9.57,1.74,0.0,7.83,3.04,2.61,0.0,0.0,0.0,0.0,25.65,11.74,12.61,6.52,31.3,1.74,7.39,0.43,38.26,0.0,0.87,1.3,2.17,inf,inf,,,,inf,inf,inf,,,,,inf,inf,inf,,-inf,61.74,4.78,20.87,25.65,17.83,1.3,53.91,0.43,1.74,0.43,0.0,33.48,154.35,77.83,3.91,0.87,0.0,1.3,1.74,34.35,30.43,2.61,19.0,8.26,0.87,3.48,0.87,4.35,0.04,5.68,0.0,0.43,0.0,0.0,0.02,17.39,4.78,75.0,75.0,4.27,0.0,0.43,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,Centre-Back
550,550,551.0,Abdu Conté,POR,DF,Troyes,Ligue 1,24.0,1998.0,12.4,2.18,1.13,1.53,0.56,0.08,1.13,1.77,0.65,13.15,3.79,7.02,4.44,1.69,1.45,0.08,0.0,1.37,1.29,3.47,1.13,0.0,2.59,1.29,0.97,0.0,0.0,0.08,0.16,0.08,0.16,0.16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.0,0.0,1.21,1.05,0.16,2.34,1.29,1.13,0.0,0.0,0.0,4.68,1.05,1.05,31.29,42.66,534.03,202.1,15.89,18.55,12.82,16.69,2.42,4.92,0.08,0.18,-0.1,0.81,1.77,0.65,0.4,2.5,42.66,32.66,10.0,0.73,0.0,5.97,0.81,2.34,0.0,0.0,0.0,0.0,24.76,10.4,7.5,26.85,4.6,1.21,9.27,0.0,31.29,0.08,0.56,2.74,2.1,90.13,2.83,1.0,2.86,0.87,0.03,1.48,0.0,0.03,1.03,1.96,-0.93,-0.0,0.98,1.56,-0.59,-0.0,51.13,1.77,17.74,22.34,14.6,1.45,41.69,0.97,1.45,0.97,0.0,30.24,150.0,89.68,3.63,1.53,0.56,1.13,0.81,35.32,29.19,3.47,76.0,6.13,0.81,1.77,0.65,2.5,0.18,3.99,0.0,0.4,0.08,0.02,0.0,13.15,3.79,50.0,63.6,2.59,0.0,0.4,0.08,0.0,0.0,1.29,0.0,0.0,0.0,0.02,0.02,0.0,-0.02,-0.02,Left-Back
1584,1584,1585.0,Abdul Majeed Waris,GHA,"MF,FW",Strasbourg,Ligue 1,30.0,1991.0,3.6,1.11,0.83,0.56,0.56,0.0,1.11,1.94,0.83,10.28,2.22,1.67,3.06,5.56,0.56,0.0,0.0,0.56,0.56,1.67,0.28,0.0,1.63,2.22,1.94,0.0,0.28,0.0,0.0,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.0,0.0,1.11,3.89,0.28,1.11,0.56,0.83,0.0,0.0,0.0,6.39,0.83,1.94,27.22,36.39,370.83,78.89,18.06,20.83,6.39,8.89,1.39,2.78,0.0,0.17,-0.17,1.11,1.11,1.11,0.28,2.22,36.39,35.28,1.11,0.0,0.28,5.56,0.56,1.11,0.0,0.0,0.0,0.0,27.78,5.83,2.78,1.67,32.5,0.28,1.11,0.28,27.22,0.28,0.56,2.22,1.67,,,,,,,,inf,,,,,,,,,,51.11,0.28,4.44,25.0,26.39,4.17,50.0,2.5,4.44,2.5,0.0,41.67,209.44,121.11,6.94,3.33,1.11,1.39,1.94,59.17,40.28,8.89,33.0,9.16,1.11,1.11,1.11,2.22,0.17,4.08,0.56,1.94,0.83,0.33,0.04,10.28,2.22,30.0,57.1,1.63,0.56,1.94,0.83,0.08,0.19,4.64,0.0,0.0,0.0,0.33,0.33,0.04,0.22,0.22,Centre-Forward
2126,2126,2127.0,Abdón Prats,ESP,FW,Mallorca,La Liga,29.0,1992.0,6.1,0.33,0.33,0.0,0.0,0.33,0.16,0.49,0.33,10.98,3.61,0.0,2.95,8.03,0.82,0.0,0.0,0.82,0.16,0.49,0.82,0.0,0.39,2.46,1.64,0.0,0.0,0.0,0.49,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.0,0.0,1.48,2.13,0.33,0.66,0.16,0.33,0.0,0.0,0.0,4.26,3.77,4.75,15.25,21.97,225.08,47.21,9.02,11.48,4.1,5.41,1.15,1.97,0.0,0.05,-0.05,0.82,1.8,0.49,0.0,1.8,21.97,19.67,2.3,0.0,0.0,6.72,0.49,0.66,0.0,0.0,0.0,0.0,12.13,5.9,3.93,11.64,4.26,2.3,0.0,0.98,15.25,0.0,0.49,1.48,1.48,100.0,100.0,0.0,0.0,0.0,10.0,100.0,100.0,0.0,0.0,10.0,-10.0,-80.3,0.0,4.0,-4.0,-30.0,34.59,0.82,2.79,16.56,16.39,5.25,31.97,1.15,1.8,1.15,0.0,18.85,60.33,23.11,1.48,0.49,0.33,1.97,3.11,46.23,24.26,6.56,20.0,3.28,0.82,1.8,0.49,1.8,0.05,5.9,0.33,2.79,0.82,0.3,0.02,10.98,3.61,44.2,33.3,0.39,0.33,2.79,0.82,0.02,0.07,2.54,0.33,0.0,0.0,0.3,0.3,0.02,0.03,0.03,Centre-Forward
2421,2421,2422.0,Aboubakar Sidibé,FRA,FW,Clermont Foot,Ligue 1,26.0,1996.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,420.0,90.0,20.0,20.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,10.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,,,,,,,inf,,,,,,,,,,40.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,590.0,460.0,20.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,2.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,midfield
1107,1107,1108.0,Achraf Hakimi,MAR,DF,Paris S-G,Ligue 1,23.0,1998.0,25.6,2.89,1.56,1.6,0.9,0.39,1.29,2.93,1.64,16.13,4.88,6.21,4.88,5.04,1.09,0.16,0.0,0.94,1.6,4.49,0.78,0.04,7.04,1.8,1.37,0.04,0.23,0.08,0.0,0.08,0.31,0.27,0.0,0.04,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.04,0.0,0.66,0.66,0.23,1.84,1.6,1.56,0.0,0.0,0.0,4.96,0.39,0.62,59.45,66.72,892.5,256.13,33.59,36.29,22.11,24.45,2.54,3.28,0.23,0.18,0.05,1.13,2.42,1.45,0.47,3.75,66.72,58.75,7.97,0.94,0.04,6.88,0.35,1.84,0.08,0.0,0.0,0.0,53.28,10.51,2.93,7.03,51.33,1.02,6.95,0.12,59.45,0.12,0.31,2.15,1.41,89.62,5.95,0.89,10.89,0.76,1.01,1.65,2.41,0.34,3.16,1.01,2.15,0.05,2.43,1.06,1.38,-0.03,76.09,2.66,21.56,30.23,28.48,3.2,68.32,1.02,1.95,1.09,0.2,53.59,233.52,137.15,6.29,1.56,0.74,0.98,0.98,60.47,55.78,4.41,257.0,10.04,1.13,2.42,1.45,3.75,0.18,3.15,0.16,0.82,0.39,0.08,0.0,16.13,4.88,38.5,44.0,7.04,0.16,0.82,0.39,0.01,0.02,0.62,0.0,0.0,0.0,0.08,0.08,0.0,0.07,0.07,Right-Back
117,117,118.0,Adam Armstrong,ENG,"FW,MF",Southampton,Premier League,25.0,1997.0,14.0,0.64,0.43,0.21,0.21,0.21,0.0,0.36,0.36,15.0,4.07,1.5,5.71,7.79,0.57,0.07,0.0,0.5,0.64,1.29,0.36,0.0,1.18,1.93,1.14,0.0,0.29,0.29,0.21,0.0,0.21,0.14,0.0,0.0,0.0,0.07,0.0,1.75,0.14,0.04,0.21,0.04,1.37,0.01,-0.35,4.43,9.07,26.29,4.89,1.05,7.86,1.09,9.29,0.43,1.0,0.53,1.0,90.0,1.75,4.43,2.82,0.21,0.32,0.46,0.14,0.14,0.14,0.0,0.0,0.07,0.0,0.0,0.93,0.57,0.07,1.43,0.64,0.43,0.07,0.0,0.0,3.79,0.79,2.43,14.29,20.14,241.79,39.5,6.64,8.57,6.29,8.21,1.0,2.0,0.14,0.12,0.02,0.86,0.86,0.86,0.0,1.57,20.14,18.29,1.86,0.0,0.07,4.14,0.5,1.43,0.0,0.0,0.0,0.0,13.93,3.43,2.79,4.0,14.21,1.0,0.14,0.29,14.29,0.07,0.14,0.93,0.86,90.09,5.6,1.03,6.98,0.78,0.34,1.55,0.69,0.09,1.03,1.47,-0.43,0.05,0.8,1.81,-1.0,-0.0,31.29,0.43,2.71,12.57,18.64,5.14,29.43,1.14,2.36,1.21,0.07,22.0,127.29,70.93,4.36,1.29,1.21,2.0,1.71,41.43,22.21,7.0,83.0,5.9300000000000015,0.86,0.86,0.86,1.57,0.12,5.49,0.14,3.21,1.0,0.29,0.01,15.0,4.07,24.4,0.0,1.18,0.14,3.21,1.0,0.0,0.01,1.24,0.0,0.0,0.0,0.29,0.29,0.01,-0.15,-0.15,Centre-Forward
894,894,895.0,Adam Forshaw,ENG,MF,Leeds United,Premier League,30.0,1991.0,17.0,3.0,1.65,1.18,1.71,0.12,1.24,2.82,1.59,24.0,7.29,7.47,12.65,3.88,1.12,0.06,0.0,1.06,1.76,4.76,1.12,0.06,5.77,1.59,1.53,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.0,0.0,2.24,1.24,0.12,0.29,1.76,1.65,0.0,0.0,0.0,11.18,0.76,0.88,39.88,47.65,741.76,188.65,18.53,20.47,14.59,17.0,5.59,7.82,0.06,0.06,-0.01,0.76,3.47,0.47,0.0,3.59,47.65,46.0,1.65,1.41,0.06,7.24,2.12,0.29,0.0,0.0,0.0,0.0,34.82,5.12,7.71,6.35,38.76,1.59,0.18,0.12,39.88,0.35,0.65,1.47,0.88,89.9,4.24,0.81,8.48,0.71,1.31,1.72,1.11,0.13,1.21,1.72,-0.51,-0.0,1.36,1.49,-0.13,0.01,57.12,1.47,16.76,33.59,10.76,0.53,55.71,0.53,0.94,0.53,0.0,36.53,182.94,82.53,2.76,1.12,0.12,0.65,1.0,41.88,36.71,1.47,108.0,6.35,0.76,3.47,0.47,3.59,0.06,4.5,0.0,0.82,0.24,0.02,0.0,24.0,7.29,46.4,43.8,5.77,0.0,0.82,0.24,0.0,0.0,1.5,0.06,0.0,0.0,0.02,0.02,0.0,-0.02,-0.02,Central Midfield
